product,description,review,rating,price,num_ratings,num_reviews,ram_gb,storage_gb,display_inch,camera_mp,battery_mah,warranty_years
"Apple iPhone 16 Plus (White, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",759 Ratings & 45 Reviews,4.6,84900.0,759.0,45.0,8.0,128.0,6.7,50.0,5000.0,1.0
"POCO C61 (Diamond Dust Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"93,814 Ratings & 3,984 Reviews",4.2,7499.0,814.0,984.0,4.0,64.0,6.71,8.0,5000.0,1.0
"SAMSUNG Galaxy F15 5G (Ash Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera6000 mAh Lithium ion BatteryMediaTek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"19,377 Ratings & 1,436 Reviews",4.2,13499.0,377.0,436.0,6.0,128.0,6.5,50.0,6000.0,1.0
"Google Pixel 7a (Charcoal, 128 GB)",8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,"26,564 Ratings & 2,640 Reviews",4.1,27999.0,564.0,640.0,8.0,128.0,6.1,50.0,4300.0,1.0
"Apple iPhne 16 Plus (Pink, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",72 Ratings & 4 Reviews,4.6,84900.0,72.0,4.0,8.0,128.0,6.7,50.0,5000.0,1.0
"Apple iPhe 16 Plus (Ultramarine, 512 GB)","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4 Ratings & 1 Reviews,3.8,114900.0,4.0,1.0,8.0,512.0,6.7,50.0,5000.0,1.0
"POCO M7 Pro 5G (Lavender Frost, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"3,008 Ratings & 409 Reviews",4.3,15499.0,8.0,409.0,8.0,256.0,6.67,50.0,5110.0,1.0
"REDMI A4 (Sparkle Purple, 128 GB)",4 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year,"3,736 Ratings & 205 Reviews",4.3,9695.0,736.0,205.0,4.0,128.0,6.88,50.0,5160.0,1.0
"Apple iPhone 16 Pro (White Titanium, 1 TB)","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,162900.0,247.0,74.0,8.0,128.0,6.3,50.0,5000.0,1.0
"SAMSUNG Galaxy F16 5G (Bling Black, 128 GB)",8 GB RAM | 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,176 Ratings & 20 Reviews,4.2,14499.0,176.0,20.0,8.0,128.0,6.657,50.0,5000.0,1.0
"Apple Phone 15 (Blue, 512 GB)","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",85 Ratings & 10 Reviews,4.3,94400.0,85.0,10.0,8.0,512.0,6.1,50.0,5000.0,1.0
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"3,289 Ratings & 109 Reviews",4.5,12999.0,289.0,109.0,8.0,128.0,6.67,32.0,5000.0,1.0
"POCO X7 5G (Yellow, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP + 2MP | 20MP Front Camera5500 mAh BatteryDimensity 7300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,695 Ratings & 312 Reviews",4.3,20999.0,695.0,312.0,8.0,256.0,6.67,50.0,5500.0,1.0
"Google Pixel 9 (Wintergreen, 256 GB)",12 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP | 10.5MP Front Camera4700 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,"2,506 Ratings & 260 Reviews",4.6,74999.0,506.0,260.0,12.0,256.0,6.3,50.0,4700.0,1.0
"OPPO F29 5G (Solid Purple, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6500 mAh Battery6 Gen 1 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,148 Ratings & 18 Reviews,4.2,25999.0,148.0,18.0,8.0,256.0,6.7,50.0,6500.0,1.0
KARBONN BHARAT K1 4G,20 MB RAM | 40 MB ROM | Expandable Upto 32 GB4.57 cm (1.8 inch) Display2MP Rear Camera1000 mAh Battery1 Year Warranty,"1,057 Ratings & 60 Reviews",3.7,849.0,57.0,60.0,8.0,128.0,1.8,2.0,1000.0,1.0
"SAMSUNG Galaxy A35 5G (Awesome Navy, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"4,529 Ratings & 331 Reviews",4.3,25795.0,529.0,331.0,8.0,128.0,6.6,50.0,5000.0,1.0
"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)",12 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,87 Ratings & 16 Reviews,4.6,29999.0,87.0,16.0,12.0,256.0,6.83,50.0,6000.0,1.0
"SAMSUNG Galaxy A23 5G (Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 5MP | 8MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 695 (SM6375) Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"3,011 Ratings & 191 Reviews",4.1,21999.0,11.0,191.0,6.0,128.0,6.6,50.0,5000.0,1.0
"realme NARZO N65 5G (AMBER GOLD, 128 GB)",4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year,960 Ratings & 50 Reviews,4.3,10099.0,960.0,50.0,4.0,128.0,6.67,50.0,5000.0,1.0
"IQOO Z9S 5G (Titanium Matte, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 50MP | 2MP Dual Front Camera5500 mAh BatteryMediaTek Dimensity 7300 5G Processor12 Months Brand Warranty on Smartphone,"3,604 Ratings & 230 Reviews",4.4,21248.0,604.0,230.0,8.0,256.0,6.77,50.0,5500.0,1.0
"IQOO Z9S 5G (Onyx Green, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 50MP | 2MP Dual Front Camera5500 mAh BatteryMediaTek Dimensity 7300 5G Processor12 Months Brand Warranty on Smartphone,"3,604 Ratings & 230 Reviews",4.4,21228.0,604.0,230.0,8.0,256.0,6.77,50.0,5500.0,1.0
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"16,326 Ratings & 499 Reviews",4.5,10999.0,326.0,499.0,6.0,128.0,6.67,32.0,5000.0,1.0
"realme C63 5G Charger in the Box (Forest Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"5,526 Ratings & 225 Reviews",4.4,10999.0,526.0,225.0,4.0,128.0,6.67,32.0,5000.0,1.0
"Apple iPhone 16 Pro Max (Natural Titanium, 256 GB)","256 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",318 Ratings & 17 Reviews,4.6,135900.0,318.0,17.0,8.0,256.0,6.9,50.0,5000.0,1.0
"Apple 16 Pro Max (Natural Titanium, 512 GB)","512 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",349 Ratings & 28 Reviews,4.6,155900.0,349.0,28.0,8.0,512.0,6.9,50.0,5000.0,1.0
"OPPO F29 5G (Glacier Blue, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6500 mAh Battery6 Gen 1 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,148 Ratings & 18 Reviews,4.2,23999.0,148.0,18.0,8.0,128.0,6.7,50.0,6500.0,1.0
"POCO M7 Pro 5G (Olive Twilight, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"3,008 Ratings & 409 Reviews",4.3,15499.0,8.0,409.0,8.0,256.0,6.67,50.0,5110.0,1.0
"Apple iPhone 16 Pro (Natural Titanium, 1 TB)","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,162900.0,247.0,74.0,8.0,128.0,6.3,50.0,5000.0,1.0
"POCO F6 5G (Titanium, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"6,358 Ratings & 633 Reviews",4.3,24999.0,358.0,633.0,12.0,256.0,6.67,50.0,5000.0,1.0
"SAMSUNG Galaxy S23 Ultra 5G (Phantom Black, 256 GB)",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display200MP + 10MP + 12MP + 10MP | 12MP Front Camera5000 mAh Lithium Ion BatteryQualcomm Snapdragon 8 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"3,330 Ratings & 305 Reviews",4.6,84990.0,330.0,305.0,12.0,256.0,6.8,50.0,5000.0,1.0
"realme NARZO 70X 5G (Ice Blue, 128 GB)","8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera5000 mAh BatteryDimensity 6100 Plus, Octa Core Processor1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories","2,635 Ratings & 131 Reviews",4.3,14298.0,635.0,131.0,8.0,128.0,6.72,50.0,5000.0,1.0
"realme 14 Pro 5G (Suede Grey, 128 GB)",8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,099 Ratings & 391 Reviews",4.4,24999.0,99.0,391.0,8.0,128.0,6.77,50.0,6000.0,1.0
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Meadow Green, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) HD+ Display5MP + 0.3MP | 2MP Front Camera4000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,450 Ratings & 45 Reviews",4.0,5530.0,450.0,45.0,2.0,32.0,6.6,50.0,4000.0,1.0
"OnePlus 4 5G (Obsidian Midnight, 256 GB)",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,492 Ratings & 22 Reviews,4.4,27819.0,492.0,22.0,8.0,256.0,6.74,50.0,5500.0,1.0
"OnePlus Nord 4 5G (Mercurial Silver, 256 GB)",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"1,422 Ratings & 93 Reviews",4.5,27969.0,422.0,93.0,8.0,256.0,6.74,50.0,5500.0,1.0
"SAMSUNG Galaxy A16 5G (Light Green, 128 GB)",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,"1,077 Ratings & 70 Reviews",4.2,16999.0,77.0,70.0,8.0,128.0,6.7,50.0,5000.0,1.0
"itel Aura 05i|Leather Finish|4000 Mah Battery|Type C Charging Support (Glorious Orange, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) HD Display5MP + 0.3MP4000 mAh BatteryUnisoc SC9863A1 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,450 Ratings & 45 Reviews",4.0,5749.0,450.0,45.0,2.0,32.0,6.6,50.0,4000.0,1.0
"SAMSUNG M05 (Mint Green, 64 GB)",4 GB RAM | 64 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,"1,670 Ratings & 78 Reviews",4.3,7486.0,670.0,78.0,4.0,64.0,6.7,50.0,5000.0,1.0
LAVA Keypad Mobile|1000 mAh Battery|Expandable Storage 32GB,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,"3,637 Ratings & 177 Reviews",4.1,979.0,637.0,177.0,8.0,128.0,1.77,50.0,1000.0,1.0
"Apple iPhone 16 Pro (White Titanium, 128 GB)","128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,112900.0,247.0,74.0,8.0,128.0,6.3,50.0,5000.0,1.0
"SAMSUNG Galay A35 5G (Awesome Iceblue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySaung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,673 Ratings & 56 Reviews,4.3,28999.0,673.0,56.0,8.0,256.0,6.6,50.0,5000.0,1.0
"SAMSUNG Galaxy F16 5G (Bling Black, 128 GB)",6 GB RAM | 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,459 Ratings & 41 Reviews,4.2,12999.0,459.0,41.0,6.0,128.0,6.657,50.0,5000.0,1.0
"realme C63 (Jade Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"10,449 Ratings & 532 Reviews",4.3,8499.0,449.0,532.0,4.0,64.0,6.745,50.0,5000.0,1.0
"OnePlus Nord 4 5G (Oasis Green, 256 GB)",8 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,"1,422 Ratings & 93 Reviews",4.5,27895.0,422.0,93.0,8.0,256.0,6.74,50.0,5500.0,1.0
"OnePlus Nord 4 5G (Obsidian Midnight, 256 GB)",12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,424 Ratings & 19 Reviews,4.5,30989.0,424.0,19.0,12.0,256.0,6.74,50.0,5500.0,1.0
"POCO M6 5G - Locked with Airtel Prepaid (Galactic Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"1,43,274 Ratings & 7,166 Reviews",4.2,8499.0,274.0,166.0,4.0,128.0,6.74,50.0,5000.0,1.0
"POCO M6 Plus 5G (Ice Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"33,372 Ratings & 2,060 Reviews",4.2,10499.0,372.0,60.0,6.0,128.0,6.79,50.0,5030.0,1.0
"POCO M6 Plus 5G (Ice Silver, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"7,338 Ratings & 491 Reviews",4.2,11499.0,338.0,491.0,8.0,128.0,6.79,50.0,5030.0,1.0
"SAMSUNG Galaxy S25 5G (Silver Shadow, 512 GB)",12 GB RAM | 512 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,670 Ratings & 98 Reviews,4.6,92999.0,670.0,98.0,12.0,512.0,6.2,50.0,4000.0,1.0
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"5,526 Ratings & 225 Reviews",4.4,10999.0,526.0,225.0,4.0,128.0,6.67,32.0,5000.0,1.0
"Apple Phone 16 Pro (Natural Titanium, 256 GB)","256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",108 Ratings & 7 Reviews,4.8,122900.0,108.0,7.0,8.0,256.0,6.3,50.0,5000.0,1.0
"SAMSUNG Galaxy A14 5G (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP + 2MP | 13MP Front Camera5000 mAh Lithium Ion BatteryExynos 1330 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,"43,537 Ratings & 2,039 Reviews",4.2,9999.0,537.0,39.0,4.0,64.0,6.6,50.0,5000.0,1.0
"OnePlus 13 (Midnight Ocean, 512 GB)","16 GB RAM | 512 GB ROM17.32 cm (6.82 inch) Quad HD+ Display50MP + 50MP + 50MP | 32MP Front Camera6000 mAh BatterySnapdragon® 8 Elite Processor1 Year Warranty
1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase",51 Ratings & 6 Reviews,4.8,72999.0,51.0,6.0,16.0,512.0,6.82,50.0,6000.0,1.0
"SAMSUNG Galaxy F16 5G (Vibing Blue, 128 GB)",6 GB RAM | 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,459 Ratings & 41 Reviews,4.2,12999.0,459.0,41.0,6.0,128.0,6.657,50.0,5000.0,1.0
"POCO M7 Pro 5G (Lavender Frost, 128 GB)",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"6,528 Ratings & 700 Reviews",4.3,13499.0,528.0,700.0,6.0,128.0,6.67,50.0,5110.0,1.0
"realme Narzo N65 5G (Deep Green, 128 GB)",4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year,960 Ratings & 50 Reviews,4.3,10099.0,960.0,50.0,4.0,128.0,6.67,50.0,5000.0,1.0
"vivo Y18t (Space Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP + 0.08MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months for Inbox Accessories,217 Ratings & 6 Reviews,4.3,8729.0,217.0,6.0,4.0,128.0,6.56,50.0,5000.0,1.0
Jmax Ultra,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display1.3MP Rear Camera1150 mAh Battery1 Year Service Center Warranty,125 Ratings & 15 Reviews,3.9,699.0,125.0,15.0,8.0,128.0,1.8,3.0,1150.0,1.0
"Apple iPhone 14 (Blue, 256 GB)","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","2,54,421 Ratings & 9,875 Reviews",4.6,64999.0,421.0,875.0,8.0,256.0,6.1,50.0,5000.0,1.0
"realme 13 Pro 5G (Monet Purple, 256 GB)",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 32MP Front Camera5200 mAh BatterySnapdragon 7s Gen2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"6,483 Ratings & 466 Reviews",4.4,23999.0,483.0,466.0,8.0,256.0,6.7,50.0,5200.0,1.0
"realme 12x 5G (Woodland Green, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"51,449 Ratings & 1,891 Reviews",4.4,13499.0,449.0,891.0,8.0,128.0,6.72,50.0,5000.0,1.0
"vivo Y18i (Gem Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 Inch) Display13MP + 0.08MP | 5MP Front Camera5000 mAh BatteryUnisoc T612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,305 Ratings & 66 Reviews",4.2,8499.0,305.0,66.0,4.0,64.0,6.56,50.0,5000.0,1.0
"OnePlus 13 (Black Eclipse, 256 GB)","12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Quad HD+ Display50MP + 50MP + 50MP | 32MP Front Camera6000 mAh BatterySnapdragon® 8 Elite Processor1 Year Warranty
1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase",44 Ratings & 3 Reviews,4.6,67600.0,44.0,3.0,12.0,256.0,6.82,50.0,6000.0,1.0
"SAMSUNG Galaxy A35 5G (Awesome Lilac, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"4,529 Ratings & 331 Reviews",4.3,25999.0,529.0,331.0,8.0,128.0,6.6,50.0,5000.0,1.0
"realme NARZO N65 5G (AMBER GOLD, 128 GB)",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP Rear Camera5000 mAh Battery1 Year,"2,448 Ratings & 114 Reviews",4.3,11990.0,448.0,114.0,6.0,128.0,6.67,50.0,5000.0,1.0
"IQOO Z9S 5G (Onyx Green, 256 GB)",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ AMOLED Display50MP + 50MP | 2MP Dual Front Camera5500 mAh BatteryMediaTek Dimensity 7300 5G Processor12 Months Brand Warranty on Smartphone,232 Ratings & 11 Reviews,4.4,28000.0,232.0,11.0,12.0,256.0,6.77,50.0,5500.0,1.0
