product,description,review,rating,price,num_ratings,num_reviews,ram_gb,storage_gb,display_inch,camera_mp,battery_mah,warranty_years
"realme P3 5G (Comet Grey, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,280 Ratings & 121 Reviews",4.4,17999.0,280.0,121.0,8.0,128.0,6.67,50.0,6000.0,1.0
"realme P3 5G (Comet Grey, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,250 Ratings & 231 Reviews",4.4,16999.0,250.0,231.0,6.0,128.0,6.67,50.0,6000.0,1.0
"realme P3 5G (Space Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,250 Ratings & 231 Reviews",4.4,16999.0,250.0,231.0,6.0,128.0,6.67,50.0,6000.0,1.0
"realme 14 Pro 5G (Pearl White, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,099 Ratings & 391 Reviews",4.4,26999.0,99.0,391.0,8.0,256.0,6.77,50.0,6000.0,1.0
"Tecno Spark Go 1 (Glittery White, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T61 Processor1 Year Manufacturer Warranty for Phone,488 Ratings & 25 Reviews,4.3,6899.0,488.0,25.0,3.0,64.0,6.67,13.0,5000.0,1.0
"Apple iPhone 15 Plus (Green, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","24,535 Ratings & 1,382 Reviews",4.6,74900.0,535.0,382.0,8.0,128.0,6.7,50.0,5000.0,1.0
"POCO X6 Pro 5G (Racing Grey, 512 GB)",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display64MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity D8300 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"16,144 Ratings & 1,825 Reviews",4.3,28999.0,144.0,825.0,12.0,512.0,6.67,50.0,5000.0,1.0
"SAMSUNG Galaxy M35 5G (Thunder Grey, 128 GB)",8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,"1,064 Ratings & 84 Reviews",4.4,17497.0,64.0,84.0,8.0,128.0,6.6,50.0,6000.0,1.0
"SAMSUNG Galaxy M35 5G (DayBreak Blue, 128 GB)",8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,"1,064 Ratings & 84 Reviews",4.4,17160.0,64.0,84.0,8.0,128.0,6.6,50.0,6000.0,1.0
Nokia 105 Classic without Charger,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase,"3,775 Ratings & 165 Reviews",3.9,1249.0,775.0,165.0,8.0,128.0,1.77,50.0,800.0,1.0
"SAMSUNG Galaxy M35 5G (Moonlight Blue, 128 GB)",8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,"1,064 Ratings & 84 Reviews",4.4,17426.0,64.0,84.0,8.0,128.0,6.6,50.0,6000.0,1.0
"realme P3 5G (Space Silver, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh Battery6 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"1,280 Ratings & 121 Reviews",4.4,19999.0,280.0,121.0,8.0,256.0,6.67,50.0,6000.0,1.0
"REDMI 13 5G (Black Diamond, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"28,994 Ratings & 1,525 Reviews",4.3,12499.0,994.0,525.0,6.0,128.0,6.79,50.0,5030.0,1.0
"Google Pixel 9 (Obsidian, 256 GB)",12 GB RAM | 256 GB ROM16.0 cm (6.3 inch) Display50MP + 48MP | 10.5MP Front Camera4700 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,"2,506 Ratings & 260 Reviews",4.6,74999.0,506.0,260.0,12.0,256.0,6.3,50.0,4700.0,1.0
Kechaoda K112,"32 MB RAM | 64 MB ROM | Expandable Upto 32 GB6.1 cm (2.4 inch) QVGA Display0.3MP + 0MP | 0MP Front Camera3600 mAh BatteryMediaTek MT6261D
Number of cores: 1
GPU: - ProcessorThe Hotline Mobiles has 3 Months Manufacture’s Warranty & after Warranty period we would like to help our customers with the best possible service under low expenses","30,076 Ratings & 2,751 Reviews",4.0,1475.0,76.0,751.0,8.0,128.0,2.4,50.0,3600.0,1.0
"REDMI 13 5G (Orchid Pink, 128 GB)",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,"28,994 Ratings & 1,525 Reviews",4.3,12377.0,994.0,525.0,6.0,128.0,6.79,108.0,5030.0,1.0
"SAMSUNG A05 (Silver, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,680 Ratings & 26 Reviews,4.1,9999.0,680.0,26.0,4.0,64.0,6.74,50.0,5000.0,1.0
"Motorola Edge 50 Neo (PANTONE Poinciana, 256 GB)",8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Super HD Display50MP + 13MP + 10MP | 32MP Front Camera4310 mAh BatteryDimensity 7300 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,"23,046 Ratings & 2,317 Reviews",4.4,20999.0,46.0,317.0,8.0,256.0,6.4,50.0,4310.0,1.0
"POCO F6 5G (Titanium, 512 GB)",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"6,358 Ratings & 633 Reviews",4.3,26999.0,358.0,633.0,12.0,512.0,6.67,50.0,5000.0,1.0
"Apple 16e (White, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP Rear Camera | 12MP Front CameraA18 Chip, 6 Core Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",297 Ratings & 13 Reviews,4.6,59900.0,297.0,13.0,8.0,128.0,6.1,48.0,5000.0,1.0
"POCO F6 5G (Titanium, 256 GB)",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP (OIS) + 8MP | 20MP Front Camera5000 mAh Battery8s Gen3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"11,805 Ratings & 1,068 Reviews",4.3,22999.0,805.0,68.0,8.0,256.0,6.67,50.0,5000.0,1.0
"IQOO Z9x (Tornado Green, 128 GB)","4 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera6000 mAh BatteryOcta core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor1 Year Manufacturer Warranty","1,778 Ratings & 90 Reviews",4.2,11418.0,778.0,90.0,4.0,128.0,6.72,50.0,6000.0,1.0
KARBONN Jumbo K9,Expandable Upto 8 GB6.1 cm (2.4 inch) FWVGA Display1.3MP + 0MP | 2MP Front Camera1800 mAh Li-Ion BatteryNA Processor12 month Handset and 6 Month Box Accessories,"15,794 Ratings & 1,460 Reviews",4.0,1235.0,794.0,460.0,8.0,128.0,2.4,50.0,1800.0,1.0
KARBONN K9,6.6 cm (2.6 inch) QVGA Display2MP Rear Camera1800 mAh Battery1 Year Manufacturer Warranty,"9,233 Ratings & 726 Reviews",4.1,1227.0,233.0,726.0,8.0,128.0,2.6,2.0,1800.0,1.0
"REDMI 13C 5G (Startrail Silver, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"37,707 Ratings & 1,625 Reviews",4.3,11299.0,707.0,625.0,6.0,128.0,6.74,50.0,5000.0,1.0
"REDMI 13C 5G (Startrail Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"37,707 Ratings & 1,625 Reviews",4.3,11299.0,707.0,625.0,6.0,128.0,6.74,50.0,5000.0,1.0
"Apple iPhone 15 Plus (Blue, 256 GB)","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","24,535 Ratings & 1,382 Reviews",4.6,84900.0,535.0,382.0,8.0,256.0,6.7,50.0,5000.0,1.0
"IQOO Z9X (Storm Grey, 128 GB)",8 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera6000 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Inbox Accessories,"1,630 Ratings & 56 Reviews",4.3,17999.0,630.0,56.0,8.0,128.0,6.72,50.0,6000.0,1.0
"POCO M7 5G (Satin Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,681 Ratings & 49 Reviews,4.2,10999.0,681.0,49.0,8.0,128.0,6.88,50.0,5160.0,1.0
"realme GT 6 (Green, 256 GB)",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 8MP + 50MP | 32MP Front Camera5500 mAh Battery8s Gen 3 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"2,549 Ratings & 289 Reviews",4.5,34999.0,549.0,289.0,8.0,256.0,6.78,50.0,5500.0,1.0
"REDMI 13 5G (Orchid Pink, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"6,710 Ratings & 383 Reviews",4.3,13999.0,710.0,383.0,8.0,128.0,6.79,50.0,5030.0,1.0
"SAMSUNG Galaxy A05 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,64 Ratings & 4 Reviews,4.3,8299.0,64.0,4.0,4.0,64.0,6.74,50.0,5000.0,1.0
"POCO X7 Pro 5G (Obsidian Black, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 8MP | 20MP Front Camera6550 mAh BatteryDimensity D8400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"2,365 Ratings & 352 Reviews",4.4,27999.0,365.0,352.0,12.0,256.0,6.67,50.0,6550.0,1.0
"Apple iPhone 16 Pro (Black Titanium, 1 TB)","1 TB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,162900.0,247.0,74.0,8.0,128.0,6.3,50.0,5000.0,1.0
"Apple iPhone 16 Pro (Black Titanium, 512 GB)","512 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,142900.0,247.0,74.0,8.0,512.0,6.3,50.0,5000.0,1.0
"Nokia 130 Music Dual Sim, Music Player, Wireless FM Radio and Dedicated Buttons",4 MB RAM | 4 MB ROM6.1 cm (2.4 inch) Display0MP Front Camera1450 mAh Battery6261D Processor1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,"8,374 Ratings & 412 Reviews",4.1,1771.0,374.0,412.0,8.0,128.0,2.4,50.0,1450.0,1.0
"REDMI 13C 5G (Starlight Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"43,048 Ratings & 1,750 Reviews",4.3,9999.0,48.0,750.0,4.0,128.0,6.74,50.0,5000.0,1.0
"REDMI 13C 5G (Startrail Green, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Dimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"43,048 Ratings & 1,750 Reviews",4.3,9999.0,48.0,750.0,4.0,128.0,6.74,50.0,5000.0,1.0
"IQOO z9x (Tornado Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm SM6450 Snapdragon 6 Gen 1 Processor1 Year on Handset and 6 Months on Accessories,"6,155 Ratings & 302 Reviews",4.4,11990.0,155.0,302.0,6.0,128.0,6.72,50.0,6000.0,1.0
"REDMI 13 5G (Hawaiian Blue, 128 GB)",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,"28,994 Ratings & 1,525 Reviews",4.3,12415.0,994.0,525.0,6.0,128.0,6.79,108.0,5030.0,1.0
Kechaoda K115,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB3.66 cm (1.44 inch) NA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNA Processor1 Year Manufacturer Warranty,"39,285 Ratings & 2,591 Reviews",4.1,998.0,285.0,591.0,8.0,32.0,1.44,50.0,850.0,1.0
"Apple iPhone 16 Pro (Black Titanium, 128 GB)","128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,112900.0,247.0,74.0,8.0,128.0,6.3,50.0,5000.0,1.0
"realme 70 TURBO 5G (Turbo Purple, 256 GB)",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP Rear Camera5000 mAh BatterySegment's Fastest Dimensity 7300 Energy 5G Chipset Processor12 Months Brand warranty,352 Ratings & 13 Reviews,4.3,19995.0,352.0,13.0,12.0,256.0,6.67,50.0,5000.0,1.0
"SAMSUNG Galaxy M35 5G (DayBreak Blue, 256 GB)",8 GB RAM | 256 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera6000 mAh Battery1 YEAR,"1,064 Ratings & 84 Reviews",4.4,22495.0,64.0,84.0,8.0,256.0,6.6,50.0,6000.0,1.0
"realme P3 Ultra 5G (Neptune Blue, 256 GB)",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,853 Ratings & 141 Reviews,4.4,27999.0,853.0,141.0,8.0,256.0,6.83,50.0,6000.0,1.0
"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,853 Ratings & 141 Reviews,4.4,27999.0,853.0,141.0,8.0,256.0,6.83,50.0,6000.0,1.0
"IQOO Z9x (Storm Grey, 128 GB)","4 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP Rear Camera6000 mAh BatteryOcta core (2.2 GHz, Quad core, Cortex A78 + 1.8 GHz, Quad core, Cortex A55) Processor1 Year Manufacturer Warranty","1,778 Ratings & 90 Reviews",4.2,11446.0,778.0,90.0,4.0,128.0,6.72,50.0,6000.0,1.0
"realme P3 Ultra 5G (Orion Red, 256 GB)",8 GB RAM | 256 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,853 Ratings & 141 Reviews,4.4,27999.0,853.0,141.0,8.0,256.0,6.83,50.0,6000.0,1.0
"REDMI 13 5G (Black Diamond, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh Lithium Polymer Battery4 Gen 2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"6,710 Ratings & 383 Reviews",4.3,13999.0,710.0,383.0,8.0,128.0,6.79,50.0,5030.0,1.0
"Apple iPhone 16 Pro Max (Black Titanium, 512 GB)","512 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",318 Ratings & 17 Reviews,4.6,155900.0,318.0,17.0,8.0,512.0,6.9,50.0,5000.0,1.0
Kechaoda K115,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB3.66 cm (1.44 inch) NA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNA Processor1 Year Manufacturer Warranty,"39,285 Ratings & 2,591 Reviews",4.1,989.0,285.0,591.0,8.0,32.0,1.44,50.0,850.0,1.0
itel it2175 Pro | 2 inch Big Display | 1200 mAh Battery | Kingvoice,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB5.08 cm (2 inch) QVGA Display0.8MP + 0MP1200 mAh BatterySC6531E Processor13 Months Manufacturer Warranty,"1,346 Ratings & 53 Reviews",4.0,939.0,346.0,53.0,8.0,128.0,6.68,50.0,1200.0,1.0
"POCO M7 5G (Mint Green, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,681 Ratings & 49 Reviews,4.2,10999.0,681.0,49.0,8.0,128.0,6.88,50.0,5160.0,1.0
"realme P3 Ultra 5G (Neptune Blue, 128 GB)",8 GB RAM | 128 GB ROM17.35 cm (6.83 inch) Display50MP + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 8350 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,853 Ratings & 141 Reviews,4.4,26999.0,853.0,141.0,8.0,128.0,6.83,50.0,6000.0,1.0
"SAMSUNG Galaxy A35 5G (Awesome Navy, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,"4,529 Ratings & 331 Reviews",4.3,28999.0,529.0,331.0,8.0,256.0,6.6,50.0,5000.0,1.0
"Apple 15 (Blue, 128 GB)","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,12,629 Ratings & 4,272 Reviews",4.6,64400.0,629.0,272.0,8.0,128.0,6.1,50.0,5000.0,1.0
"REDMI 13 5G (Black Diamond, 128 GB)",6 GB RAM | 128 GB ROM17.25 cm (6.79 inch) Full HD+ Display108MP Rear Camera5030 mAh BatteryQualcomm SM4450 Snapdragon 4 Gen 2 AE (4 nm) Processor1 year manufacture warranty,"28,994 Ratings & 1,525 Reviews",4.3,12748.0,994.0,525.0,6.0,128.0,6.79,108.0,5030.0,1.0
"Apple 15 Plus (Blue, 128 GB)","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","18,893 Ratings & 1,085 Reviews",4.6,74900.0,893.0,85.0,8.0,128.0,6.7,50.0,5000.0,1.0
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"16,326 Ratings & 499 Reviews",4.5,10999.0,326.0,499.0,6.0,128.0,6.67,32.0,5000.0,1.0
"realme C63 5G Charger in the Box (Starry Gold, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB16.94 cm (6.67 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"3,289 Ratings & 109 Reviews",4.5,12999.0,289.0,109.0,8.0,128.0,6.67,32.0,5000.0,1.0
"Apple iPhone 16 Pro Max (Black Titanium, 256 GB)","256 GB ROM17.53 cm (6.9 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",318 Ratings & 17 Reviews,4.6,137900.0,318.0,17.0,8.0,256.0,6.9,50.0,5000.0,1.0
"realme C63 (Leather Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"10,449 Ratings & 532 Reviews",4.3,8999.0,449.0,532.0,4.0,128.0,6.745,50.0,5000.0,1.0
MOTOROLA A10V DS Keypad Phone with Voice Feature|800 mAh Battery|Wireless FM Recording,4 MB RAM | 0.03 GB ROM | Expandable Upto 64 GB4.57 cm (1.8 inch) Display800 mAh Battery1 Year Handset Warranty and 6 Months Warranty on Accessories,"5,059 Ratings & 309 Reviews",4.2,1219.0,59.0,309.0,8.0,3.0,1.8,50.0,800.0,1.0
"Apple iPhone 16 Pro (Black Titanium, 256 GB)","256 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.","1,247 Ratings & 74 Reviews",4.7,122900.0,247.0,74.0,8.0,256.0,6.3,50.0,5000.0,1.0
"POCO C61 (Diamond Dust Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display8MP Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,"93,814 Ratings & 3,984 Reviews",4.2,6999.0,814.0,984.0,4.0,64.0,6.71,8.0,5000.0,1.0
"Apple 16 Plus (Pink, 256 GB)","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",911 Ratings & 50 Reviews,4.6,94900.0,911.0,50.0,8.0,256.0,6.7,50.0,5000.0,1.0
"vivo Y58 5G (Sundarbans Green, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6000 mAh Battery4 Gen 2 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,734 Ratings & 34 Reviews,4.4,15527.0,734.0,34.0,8.0,128.0,6.72,50.0,6000.0,1.0
Kechaoda A 27,32 MB RAM | 32 MB ROM1.68 cm (0.66 inch) Display800 mAh Battery1 Year Company Domestic Warranty by Company Authorized Service Center.,476 Ratings & 10 Reviews,3.9,889.0,476.0,10.0,8.0,128.0,0.66,50.0,800.0,1.0
"realme Narzo N61 (Vyage Blue, 64 GB)",4 GB RAM | 64 GB ROM17.12 cm (6.74 inch) Display32MP Rear Camera5000 mAh Battery1 Year,"4,008 Ratings & 199 Reviews",4.3,7818.0,8.0,199.0,4.0,64.0,6.74,32.0,5000.0,1.0
"realme 14 Pro 5G (Suede Grey, 256 GB)",8 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera6000 mAh BatteryDimensity 7300 Energy Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,"4,099 Ratings & 391 Reviews",4.4,26999.0,99.0,391.0,8.0,256.0,6.77,50.0,6000.0,1.0
"IQOO z9x (Storm Grey, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera6000 mAh BatteryQualcomm SM6450 Snapdragon 6 Gen 1 Processor1 Year on Handset and 6 Months on Accessories,"6,155 Ratings & 302 Reviews",4.4,13074.0,155.0,302.0,6.0,128.0,6.72,50.0,6000.0,1.0
